Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1965 [YR1965],1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Belgium,BEL,64.615677460208,63.5567214061844,63.0051037252211,63.7273621702761,65.4132158340338,67.5822143485384,67.0824212635251,66.1818097926579,65.5677043635242,65.5588768097048,65.7832315041066,64.8535339486213
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Belize,BLZ,50.5746002780674,48.6519850356675,48.5906270972811,47.7952874080744,48.9563317262669,51.0401950024557,52.4099982938065,52.8181365751366,55.3508683258193,57.6212121212121,60.3084375310112,63.4804797566307
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Benin,BEN,56.446602309076,54.7596525697892,53.0883756704231,51.7828961170416,50.9633013331396,50.572361675269,50.4589337824114,51.1475122249244,51.6039365850412,52.4054258054615,52.9240996475912,53.735190931275
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bhutan,BTN,55.5408261975565,55.7855697378678,54.8466950988174,54.2032629536504,53.8585560675883,53.4372536433855,53.7337699037686,53.7125434888332,56.2705893699209,60.5130876978261,63.6866651203569,66.8780121888893
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bolivia,BOL,54.2390595454415,54.7048779956384,54.9895584392877,55.019465475698,55.0595302633454,55.2234175801769,55.6068442653159,56.278257406061,57.0156507327401,58.0641607849653,59.3933178684771,60.8389076821595
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bosnia and Herzegovina,BIH,58.5668766903475,59.1137453639974,60.5507629378739,62.3032266402015,65.4697591184383,68.2965740320587,69.2550089919777,68.7655423669056,68.3127371256374,68.7818149320737,70.3033243808076,70.2778739246174
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Botswana,BWA,52.0675491551383,49.2678492983853,48.3322845558892,48.482710712142,48.1126401653695,49.0346696185987,51.7487386886092,54.5906747601033,58.0904429653375,60.3326815179775,61.7147558885917,61.2468147550167
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Brazil,BRA,53.6831497749782,53.2803265017086,54.3536014666303,56.1177445144603,57.9794437021311,59.257899222083,60.5795748458408,62.4886766993111,64.8126378151104,66.6327982335813,68.3558301903697,69.5661340906186
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Brunei Darussalam,BRN,52.61070720423,49.9863262555427,53.5107968099808,56.0076967814584,58.2548909371309,59.0610784632589,62.7448100463434,64.2086875744664,66.9749223357796,69.2159161248268,70.6511838536869,71.8373032992936
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Bulgaria,BGR,66.331291934787,67.3391191022682,67.5228041536278,66.867966097195,66.0027924973119,67.0219504262837,66.5066327295792,66.9834310900136,67.745350468876,69.032876707339,68.4250037171677,65.7074330868291
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Burkina Faso,BFA,56.3482235890674,55.2480352163436,53.9341464281904,52.7876065574303,51.2419676079312,50.0164533553522,49.4638654214704,49.833952402596,50.4652762737788,50.9382331751097,51.3087322015452,52.0181855688683
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Burundi,BDI,53.2436814046946,51.7696765651525,51.5056305212249,51.3099857331229,52.1778328135246,50.8573120904801,49.3316089831194,47.1488846831399,47.4297724471932,50.7458252442476,52.6988213613303,52.3834673716515
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cabo Verde,CPV,52.8099521720814,47.9663047157774,47.4501818506703,46.7809078361647,47.7352235535341,50.2165696648464,49.6647433052227,49.8291412535854,52.022709650901,56.6887385753037,62.3610079284853,65.5488496273414
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cambodia,KHM,51.7323067190692,50.6936003341169,51.8948268410148,53.2734697978469,56.2219403014507,54.7567168899581,52.8147709840359,50.4916696837072,55.3287681138972,59.5470519357805,62.940040295658,64.2786401979817
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cameroon,CMR,56.2255573683029,55.1800514865828,54.0467888245,52.7435850015313,51.6533266151716,50.6391841924072,50.1520956379952,50.4894563142262,51.753947819204,52.8094201848375,53.4656612150655,54.0539964000912
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Canada,CAN,58.574016782832,58.9557967758272,61.8473817607161,65.3212667446252,67.8164938805055,68.463146552645,68.0550811673181,67.6681667274262,68.271349943539,69.2065015293815,69.357773222125,67.9548843196081
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Central African Republic,CAF,56.9801713827557,55.619726951051,54.8760893667207,53.5341434981288,53.3921748002597,53.6072936142326,52.2659432635939,52.7800981550622,53.1936500855532,53.213836630611,52.9194614349334,51.9641811905626
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Chad,TCD,55.2052249310287,53.8426860640576,53.6321455350252,52.7203927833831,51.4197141167324,50.1125819145539,49.2879053241419,48.6975091100113,48.2687291742813,48.1582028385106,48.6787131605598,49.7186268135263
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Channel Islands,CHI,65.314384938768,64.8610809165616,64.4174360751504,65.4305264406914,66.7129441861916,68.6633086213081,69.2786715101194,68.5574698224192,68.4289592638252,68.7443136117301,69.0748369163735,68.0333766665659
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Chile,CHL,56.7991722601405,56.4413115970073,57.5576292832133,59.4563110755759,61.6072301150644,63.2904922447443,63.9508180382976,64.0971343450388,65.0176214821807,66.9012460883432,68.5561864895113,68.8365630081395
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,China,CHN,56.4892986405363,55.3978086362411,55.8447515133113,56.0742408817335,59.3901469202396,63.9538247533856,65.7801209331756,66.8435300734225,68.3994264262824,72.1640797381751,73.26558948405,72.61433377299
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Colombia,COL,50.3866550452605,49.6174656192749,50.7452142253759,53.3321778759949,56.4372506598947,58.6293050485688,59.796589842331,60.8647275266836,62.2228158246305,63.8428668278492,66.1450598924876,67.7756374926303
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Comoros,COM,55.4889310960072,53.1645325516816,52.3790066679997,52.2484356173967,51.9931520422052,51.3121346777847,50.9081765040307,51.4463792138731,52.9876077933907,54.73139674998,56.0058692865801,56.9647965588919
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Congo, Dem. Rep.",COD,53.7012474414279,53.7662688919666,53.2579972371246,52.810693664017,52.5051379214951,52.2186754768353,51.9325148951854,51.5987090124613,51.5062043493304,51.2551394836004,50.8683388076554,50.6382174703543
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Congo, Rep.",COG,54.7568236970576,53.3869024538858,52.2375337727083,51.3111604824508,50.7550898964753,51.3162557586189,52.4548984464537,54.017470490708,55.1208011994586,55.5291178723492,55.8424945322951,55.2762868106987
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Costa Rica,CRI,51.6826196927821,51.4449967071415,52.5022815923403,56.0149327567535,59.2177246894008,60.3294025823689,59.7991045167503,60.8421467683006,63.258699587015,66.2099329320112,68.3908560752466,69.1672146811216
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cote d'Ivoire,CIV,54.5500524753015,53.1562319309632,52.3974611059367,52.5730837565886,52.1324304643593,52.0343518115593,52.2281194179194,53.2177933686494,53.5411714171322,52.9926480210808,53.5204975417561,54.6386328543659
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Croatia,HRV,65.5593439447984,66.3415819593003,67.403861523425,67.1834115515966,67.3400056109766,68.5333082279341,68.6350566350122,67.8718826122008,67.1123682412787,67.0216109517051,66.9971454415439,66.2131450168373
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cuba,CUB,60.2864904603536,58.1216734653411,57.1396909351704,55.9686070162713,60.4799410810279,64.6796253205242,67.7521450200892,68.2626008288566,68.5653978859347,69.9305745853469,69.7183692041712,69.2786023853353
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Curacao,CUW,53.9069331421684,54.4548021332855,55.072615118983,57.9729531871847,62.9429173761453,65.7547364291082,65.2430626576669,64.6050235609736,64.8062660814288,66.4105125643587,66.2468496970347,64.9083185796418
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Cyprus,CYP,57.3890353097237,59.1778176347669,58.9653497778748,62.5651980527925,65.6585522428345,65.224923083482,64.603223260698,65.4910139668429,67.371434023471,69.2368697100798,70.745866483554,70.2714505355366
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Czech Republic,CZE,64.9081028144015,66.2684962569474,66.6518600290965,64.9541035684867,63.0337972939245,64.7823769354465,65.7648603237154,68.1340171977873,69.774601426151,71.2248494297276,70.3182683311508,66.8908352361486
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Denmark,DNK,64.1895911048458,64.8097872894636,64.4130148982781,63.99742115369,64.739531747511,66.4844826497294,67.3697242718749,67.3940662418512,66.6767767656445,66.1193477620128,65.3825742001035,64.109395915935
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Djibouti,DJI,54.3270840308001,54.3392221845289,52.1874745551457,50.6171297556015,51.1809115221752,52.3917267564666,52.4017696536912,54.0341821227561,56.0165778501193,58.8238298176581,63.6121485649811,65.1269758083486
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Dominican Republic,DOM,49.2301373555654,48.405718242338,49.5852408594313,51.8278743475973,54.2664302979689,56.2505907510393,57.7999364687206,58.9850659532817,60.2811651217089,61.6602235157257,63.5378764225841,64.6618451459295
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ecuador,ECU,51.8990832512777,50.825070361674,51.4444318493367,52.4287659125229,53.8836121727545,55.7486238032214,57.507740739995,58.9689192789583,60.1436323896551,61.4711199972052,62.9670330329182,64.3387375539877
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Egypt, Arab Rep.",EGY,54.0919323299976,54.2144845161943,54.0218318153437,54.52181270338,54.7335600403084,54.7579848380994,54.6416529236267,55.7908381158197,58.2265524967536,61.2602749215943,62.6508703017784,61.5843092250585
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,El Salvador,SLV,51.6949569175556,50.8557894838774,51.1601745461832,51.9216827625249,52.6549649825076,53.6820459053797,55.6640042777347,57.3780158476353,57.882575489951,58.9086011635917,61.2860059428756,63.8718703380361
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Equatorial Guinea,GNQ,56.7639122244285,55.6692001447702,56.1677994091756,56.5750586395622,56.2023614706577,54.7998114268512,52.8235541093734,53.2711446792064,55.717186780846,57.1539687939856,58.6108670794658,59.9366917457949
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Eritrea,ERI,53.796683174704,54.21380974735,53.4027743345449,53.2271981794015,53.1258509209561,52.9329514850018,52.0669177602757,47.85752070345,50.4599950445294,57.568670292384,56.5165978801016,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Estonia,EST,66.3539113048038,66.2418358395407,66.1980352918169,66.0072163781264,65.8623381503067,66.466697320021,66.1548408365203,65.7823595417802,67.399321855577,68.0881762817486,67.3427915751133,65.0474977667117
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Eswatini,SWZ,51.2087657427737,49.9461113235754,49.8002332737395,48.3527191888955,47.2491656148253,46.7876351776621,48.815082318037,51.1260291678939,54.1595428844232,55.380325040584,56.14436763561,56.9499947465862
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ethiopia,ETH,53.9000323141626,54.0084432380975,53.3163432919784,52.3437572447127,51.6762273847102,50.8545786063273,50.5401274414719,50.3281732960304,50.4356554985048,50.3958495126241,51.7667134139854,54.3715475562178
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Fiji,FJI,49.5119205247522,50.9198910269674,53.9701322801126,57.3610971409545,58.1651075779111,58.1596712444241,58.6285794285542,60.4122900344972,61.5530587936464,65.3711520391819,66.1808661833086,65.1795304543838
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Finland,FIN,62.2652826980623,64.7885412548883,66.2031157111123,67.3446076491884,67.684075348724,68.0762417484861,67.2579801297861,66.7043302360517,66.8701187404514,66.6336497920584,66.247846073508,63.3609687943454
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,France,FRA,61.9876502485728,62.3174284871913,62.3300525254945,62.5104121242525,63.6638770146489,65.8600689662562,65.8827791889399,65.2803648711015,65.0356071605814,65.0343445785052,64.6701255559639,62.7664724171957
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,French Polynesia,PYF,54.0396536707823,51.2864145208587,51.5706593058509,54.6272660077877,56.9311354785683,60.6297344472877,61.2976163677747,62.2150583984115,63.8919588177127,66.8421052631579,68.1657315494174,69.1316032278379
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Gabon,GAB,61.4451577871471,60.3039967301696,58.9054392055848,56.4433483234909,54.5895242920554,53.3559099899892,52.6168840469811,52.5570857904449,53.7710443192549,55.9458889977987,58.4750698831382,60.0405301470566
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Gambia, The",GMB,55.3621862390322,56.1443422601349,55.6768803428006,54.9180616283226,54.1663658932343,53.6222507134947,53.7856597944941,51.6471656735264,50.3624868426345,51.0728807487785,52.1964693206989,52.8426164747394
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Georgia,GEO,62.7532391834466,60.9804308654619,61.4998657003884,63.5391747316533,65.2317245312867,66.2892927770254,65.8299138381476,66.0557125230595,66.2455094199309,66.4906246021536,67.8041442765837,66.6847158789747
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Germany,DEU,67.0762125587109,64.6202186282489,63.0705276011972,63.4875725878141,65.7769837934369,69.4946448196874,69.1447947771993,68.2659384350929,67.8392121107484,66.7150433096359,65.8788668173044,65.5644705515865
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ghana,GHA,53.5289356962758,53.312880605695,51.0419272176333,50.6575941828646,50.433579025401,52.0287965538381,52.986754394438,53.8422376273925,54.6695509318603,56.3107613684424,57.8755347287624,58.8044901102204
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Greece,GRC,65.6016362348372,65.7433957970011,63.7507212672465,63.5468048060341,63.8851118967255,65.1143361544939,66.7917987809887,68.2806658748315,68.4689116795872,67.35838555925,65.7932203287086,64.6191514810385
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Grenada,GRD,45.9669528087889,45.3410964115136,45.4490605980418,51.1816982723204,52.8663851199569,55.6280391411362,53.138657337721,54.2477664326739,58.0718251923021,63.055006162754,66.2364801897715,67.1739705654249
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guam,GUM,58.3410745857181,58.9710009354537,59.2403161772596,60.9820892964264,62.7332353816754,64.4648800741173,66.1616161616162,64.426597783747,64.1605881709146,64.0825242105529,65.2335616266526,65.6002669088617
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guatemala,GTM,51.4377377695691,50.7052156635007,51.3790264741207,51.4995660369851,50.8073705089848,50.4107130287886,50.7887842727395,51.331062558648,52.2861245845007,53.5776725584276,56.34349998363,59.2610003095537
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guinea,GIN,56.1533208820885,55.2638881764892,55.7038755790262,55.1244999162816,53.4419118801749,52.1644205807591,51.5089929085338,50.5282046873119,50.1378518650654,49.9965475909375,50.7821097280895,52.0865217272645
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guinea-Bissau,GNB,56.3760273705805,55.7130765324182,56.1994725784784,55.3686802290895,52.5822046702154,50.6769950112536,50.1965114979477,50.7685144197477,51.6628222235726,53.1757043117486,54.1476777536305,54.6510998720932
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guyana,GUY,50.0392606751437,48.8068136493891,49.4163992657469,51.9148183057783,53.8578971047987,56.5553226424033,59.9142483139583,60.043662673012,60.2681076448176,59.0876256260361,63.1661676247205,64.9248402464323
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Haiti,HTI,56.501245810118,55.0102941438907,54.8365456788909,55.2464120181126,55.0225732934291,53.6156955838892,52.7174020381315,53.3877771110683,55.6352662147502,57.5607419800228,59.2527711938562,60.9877461095473
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Honduras,HND,50.4681080253817,49.2773916620311,49.1045602421214,49.2199325585356,49.3015891399211,49.9795499398411,50.7559880798409,52.0732827069613,53.4971508898992,55.5888502256004,58.4375777730488,61.946505377642
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Hong Kong SAR, China",HKG,56.6381050869158,57.1340728306828,59.3480931294045,63.2492863430472,68.3604306820941,69.1730429720171,70.4299522795114,71.3428509488551,72.1238897196581,73.4055200519265,75.1240789448563,73.6460610331539
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Hungary,HUN,65.682831126586,66.2913200152727,67.5945786773335,67.1611356939159,64.3870546124587,66.2105729684773,66.1286441530067,67.6528426748007,68.0741082609698,68.8644793240331,69.0477034703048,68.0825774553553
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Iceland,ISL,57.0618251400975,57.0601051410981,58.5908837427724,60.7864447195855,62.6254041408557,63.642158770107,64.3891422230761,64.3398136973198,65.1862285378073,66.0114787832354,67.1973726929897,65.9729350811372
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,India,IND,56.4974800369574,55.2113505318778,55.7819474461807,56.4440530919246,57.1425581036766,57.5414210817337,58.2299024622632,59.3165771938524,60.9086204587155,62.522764845341,64.1082105303446,65.9441640546302
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Indonesia,IDN,56.504116850179,54.4519924200033,53.4608659410057,54.0080925628766,55.3386066649361,57.3209807629782,59.774875397574,62.1825948415476,64.6084658022563,65.3179695016299,66.2093843916999,67.1655921852769
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Iran, Islamic Rep.",IRN,53.2541324624728,51.7364925078961,52.5856016858605,53.4639379706036,53.4377012762092,51.5191673693131,51.1569900105235,54.7296142628191,61.6561911104735,68.3431120802171,70.8080712373719,70.3118532200932
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Iraq,IRQ,55.4341706722855,52.452234356401,51.3777650153262,49.5320160998375,49.0693788500613,49.8710898828733,50.3806077841047,52.2072536576636,53.5920861654506,54.5997657553869,54.8348939559362,57.5857407545728
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ireland,IRL,57.8217286899714,57.9792113045172,58.2509547276684,58.4391822454335,58.7902938941537,59.3506540483438,61.2527610559731,64.810703009254,68.012369739867,69.2873820125118,68.2043272751306,65.3362278811587
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Israel,ISR,58.8677395558317,59.1569266081386,60.7465342502121,59.7430643916243,58.3143538132015,58.5230781736516,59.8192634442456,61.2316880991212,61.8921282553671,62.1261512595415,62.2878600074104,60.9126288307687
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Italy,ITA,65.4051550272152,65.2390141373022,64.2199142513377,63.6638436527351,64.6666352791405,67.7197289049078,68.6549501723419,68.4379819026722,67.3910146828369,66.1733373012215,65.4943700259463,64.3359820070799
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Jamaica,JAM,54.2066416132439,51.594496134667,48.220129427684,49.7433945294317,53.5257249013568,56.0877923879581,57.8929925377267,59.1128191020997,60.0380984525188,61.9461000590145,64.7470876653644,66.8903131454251
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Japan,JPN,64.1153029057328,67.9673343430001,69.0106527111301,67.8909443494167,67.5013448830024,68.2464544293213,69.6564835343476,69.4562955181654,68.2316773916136,66.5177671238799,64.1471468940669,60.9912848236834
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Jordan,JOR,52.1969731069058,51.1960572798708,50.7367879241723,49.6275980643909,47.8370644177132,49.3443386646226,51.0343841228978,56.2791535905674,57.3295854186624,58.4081371782987,58.8918409720033,60.2676393381589
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kazakhstan,KAZ,58.0391507910313,55.8414091633789,57.0541553752994,59.7295516812327,61.5077113853892,62.3193246091195,62.7057181241546,63.1100316344792,65.6358670293262,67.8254619433977,69.134082672344,66.5429794737269
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kenya,KEN,49.7576009103359,47.964008628175,47.5202882051542,47.1498147416596,47.0435543899485,47.258835715482,48.407678804332,50.825365733641,52.4781744980855,53.8921463119553,54.6263043687425,56.4557151693827
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kiribati,KIR,51.0339303917286,50.207844235284,51.7233289671756,55.0676779039808,57.2587308814354,57.1703185071734,56.2872928176796,55.4186019582363,56.7242523342338,59.5396696452748,60.3320800178767,61.4432525015776
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Korea, Dem. People’s Rep.",PRK,59.0587627501537,60.0575491979494,55.2340046077833,57.0242596809534,59.7990858589732,64.795003379202,68.5345389609666,67.9549803979902,68.1669496043778,67.8694555639609,68.604401446977,69.3612008942404
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Korea, Rep.",KOR,53.3946899496497,53.133498927413,54.6873911441724,58.0876478055515,62.0165765787361,65.4730536180876,69.3293781394883,70.9928870818896,72.1991620760662,72.3094622576386,73.2050830874388,73.3589197335943
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
