Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
"School enrollment, primary (% gross)",SE.PRM.ENRR,Greenland,GRL,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Grenada,GRD,113.578453063965,103.972152709961,117.179862976074,119.753929138184,93.76376,103.21219,116.5288,118.5522
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guam,GUM,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guatemala,GTM,66.5861129760742,72.4585571289063,72.5792617797852,84.0785369873047,99.79491,109.85279,115.4871,101.5127
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guinea,GIN,36.2101707458496,34.7859916687012,31.811710357666,47.1507606506348,58.21964,78.10018,84.24968,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guinea-Bissau,GNB,67.5094833374023,57.4722709655762,..,55.0624885559082,75.61674,116.30622,118.6852,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Guyana,GUY,95.6877975463867,95.9228363037109,..,94.2770080566406,105.53402,100.88132,96.49476,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Haiti,HTI,69.3701095581055,87.3857803344727,..,91.7519226074219,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Honduras,HND,95.3694763183594,104.459030151367,104.535346984863,105.74095916748,103.7631,101.74923,100.659,92.77764
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Hong Kong SAR, China",HKG,112.205902099609,106.400672912598,108.949363708496,98.6135864257813,..,..,..,110.2268
"School enrollment, primary (% gross)",SE.PRM.ENRR,Hungary,HUN,97.6335601806641,105.556030273438,85.2303924560547,104.85791015625,101.11991,98.16444,100.8563,102.3251
"School enrollment, primary (% gross)",SE.PRM.ENRR,Iceland,ISL,98.411750793457,99.3104019165039,101.414436340332,97.9033737182617,102.99279,96.863,99.30812,98.62543
"School enrollment, primary (% gross)",SE.PRM.ENRR,India,IND,82.4438629150391,87.9477233886719,91.4403076171875,93.9706268310547,94.27112,..,109.1014,108.4852
"School enrollment, primary (% gross)",SE.PRM.ENRR,Indonesia,IDN,..,121.16446685791,114.34130859375,110.483009338379,108.75949,107.95544,109.1503,105.9602
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Iran, Islamic Rep.",IRN,98.3046264648438,101.125869750977,105.050331115723,104.215476989746,101.16062,99.1959,100.6534,108.9007
"School enrollment, primary (% gross)",SE.PRM.ENRR,Iraq,IRQ,108.304138183594,101.982162475586,..,..,97.0251,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Ireland,IRL,104.471122741699,97.7894973754883,101.201301574707,100.883628845215,102.28228,103.07785,103.2355,101.1846
"School enrollment, primary (% gross)",SE.PRM.ENRR,Isle of Man,IMN,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Israel,ISR,103.581253051758,100.454658508301,96.4519119262695,104.046722412109,107.23255,104.7628,105.4466,105.624
"School enrollment, primary (% gross)",SE.PRM.ENRR,Italy,ITA,102.23787689209,100.682891845703,98.3280410766602,98.0431289672852,103.90278,102.29095,102.9937,100.3867
"School enrollment, primary (% gross)",SE.PRM.ENRR,Jamaica,JAM,103.684387207031,102.723602294922,102.698760986328,..,95.96072,..,..,91.88556
"School enrollment, primary (% gross)",SE.PRM.ENRR,Japan,JPN,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Jordan,JOR,103.621337890625,97.978157043457,97.6138687133789,94.8398971557617,94.5641,96.90155,81.91505,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kazakhstan,KAZ,..,..,115.67147064209,101.778541564941,96.9532,102.54168,108.7614,111.6401
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kenya,KEN,118.171272277832,104.926376342773,98.7761535644531,89.1870727539063,93.18746,99.34629,..,103.6616
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kiribati,KIR,131.508346557617,127.490043640137,117.147178649902,118.214660644531,109.55174,111.93367,..,105.5511
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,94.57888
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Korea, Rep.",KOR,105.094932556152,101.902221679688,105.301773071289,103.302520751953,100.62405,101.10885,101.7199,98.78454
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kosovo,XKX,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kuwait,KWT,101.257850646973,107.280700683594,91.0335235595703,90.9005279541016,98.6322,104.88034,102.2396,102.5897
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kyrgyz Republic,KGZ,..,..,111.011940002441,111.672958374023,96.33526,98.852,99.46109,105.4101
"School enrollment, primary (% gross)",SE.PRM.ENRR,Lao PDR,LAO,102.611038208008,97.1893310546875,98.1278991699219,105.745849609375,106.9684,112.36957,123.4321,113.9656
"School enrollment, primary (% gross)",SE.PRM.ENRR,Latvia,LVA,..,98.4692687988281,93.8960189819336,84.6264877319336,101.69978,104.84398,102.9586,99.39332
"School enrollment, primary (% gross)",SE.PRM.ENRR,Lebanon,LBN,117.206817626953,95.0528335571289,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Lesotho,LSO,92.3408203125,101.641456604004,99.9144668579102,100.458427429199,109.26045,127.05478,124.7468,116.6345
"School enrollment, primary (% gross)",SE.PRM.ENRR,Liberia,LBR,50.1439094543457,..,..,..,116.3043,..,..,95.33271
"School enrollment, primary (% gross)",SE.PRM.ENRR,Libya,LBY,113.028907775879,..,..,..,..,102.09305,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Liechtenstein,LIE,..,..,..,..,..,106.81277,105.4592,105.6654
"School enrollment, primary (% gross)",SE.PRM.ENRR,Lithuania,LTU,..,..,89.6761779785156,98.8948593139648,103.14423,102.84456,100.4215,102.0893
"School enrollment, primary (% gross)",SE.PRM.ENRR,Luxembourg,LUX,89.6812591552734,..,..,95.5037612915039,100.14192,100.80898,97.56551,98.97225
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Macao SAR, China",MAC,..,..,113.780830383301,..,104.06694,99.97861,94.92504,99.34458
"School enrollment, primary (% gross)",SE.PRM.ENRR,Madagascar,MDG,130.893096923828,113.802200317383,92.8410873413086,81.614387512207,101.4852,138.89947,143.718,147.3142
"School enrollment, primary (% gross)",SE.PRM.ENRR,Malawi,MWI,64.4355087280273,61.7989196777344,74.9791107177734,156.404235839844,139.63975,130.48244,138.7515,146.3968
"School enrollment, primary (% gross)",SE.PRM.ENRR,Malaysia,MYS,95.5106964111328,96.1061019897461,94.3987197875977,97.4797821044922,98.6782,99.99204,99.75795,103.8187
"School enrollment, primary (% gross)",SE.PRM.ENRR,Maldives,MDV,134.983474731445,..,..,123.03980255127,128.08934,117.04283,..,101.5349
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mali,MLI,27.9370708465576,23.965950012207,27.2608699798584,39.222469329834,57.85435,73.93555,83.42733,75.68318
"School enrollment, primary (% gross)",SE.PRM.ENRR,Malta,MLT,109.451530456543,104.927696228027,106.649757385254,103.079048156738,106.83193,100.24047,101.7305,103.5492
"School enrollment, primary (% gross)",SE.PRM.ENRR,Marshall Islands,MHL,..,..,..,..,..,113.40279,..,87.51461
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mauritania,MRT,33.286548614502,43.2066612243652,46.1414413452148,70.0867309570313,82.98939,93.68157,99.67792,104.511
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mauritius,MUS,92.6503219604492,109.101760864258,111.77857208252,104.847587585449,104.56011,103.22554,102.786,102.9205
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mexico,MEX,120.720458984375,119.858840942383,112.252632141113,109.438377380371,108.99793,108.60084,110.6335,106.6061
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,111.096,..,97.17474
"School enrollment, primary (% gross)",SE.PRM.ENRR,Moldova,MDA,..,..,89.9822769165039,95.1784210205078,101.37638,97.89131,93.54078,92.41278
"School enrollment, primary (% gross)",SE.PRM.ENRR,Monaco,MCO,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mongolia,MNG,103.278007507324,101.063903808594,101.46305847168,87.4181365966797,99.02283,97.97884,125.748,100.3624
"School enrollment, primary (% gross)",SE.PRM.ENRR,Montenegro,MNE,..,..,..,..,..,112.69671,110.4347,95.40309
"School enrollment, primary (% gross)",SE.PRM.ENRR,Morocco,MAR,75.3810119628906,78.9267272949219,67.4339599609375,73.815071105957,92.98183,105.92903,109.7062,109.524
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mozambique,MOZ,..,89.7339096069336,66.2465515136719,67.8076629638672,76.15756,100.37162,112.5326,108.6291
"School enrollment, primary (% gross)",SE.PRM.ENRR,Myanmar,MMR,85.7570419311523,92.6439819335938,91.5501098632813,106.471099853516,98.05366,98.13961,98.11195,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Namibia,NAM,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nauru,NRU,..,110.510276794434,..,..,109.9654,131.59041,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nepal,NPL,..,82.6957168579102,111.049766540527,114.827072143555,119.40479,114.50927,144.4519,144.1777
"School enrollment, primary (% gross)",SE.PRM.ENRR,Netherlands,NLD,100.387840270996,94.6173400878906,102.927406311035,107.22679901123,107.98899,106.73933,108.2761,102.6976
"School enrollment, primary (% gross)",SE.PRM.ENRR,New Caledonia,NCL,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,New Zealand,NZL,107.119842529297,105.356147766113,104.738700866699,101.519401550293,99.54072,99.71795,101.1109,97.94278
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nicaragua,NIC,85.8413696289063,87.0967407226563,86.2869491577148,96.2748565673828,103.88035,119.47575,120.6404,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Niger,NER,21.5148792266846,22.673900604248,26.1866397857666,27.7757205963135,32.35606,48.35649,62.70836,71.59591
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nigeria,NGA,94.8393630981445,106.283012390137,86.4915618896484,89.3006134033203,98.6895,101.36508,85.11785,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,North Macedonia,MKD,..,..,..,96.972053527832,96.82023,93.55592,87.38521,93.89246
"School enrollment, primary (% gross)",SE.PRM.ENRR,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Norway,NOR,99.4607315063477,96.810661315918,100.18482208252,98.4869232177734,100.85066,98.5115,99.08012,99.90493
"School enrollment, primary (% gross)",SE.PRM.ENRR,Oman,OMN,48.7302589416504,68.6077117919922,82.0096893310547,86.4209899902344,92.48259,92.6362,..,108.3046
"School enrollment, primary (% gross)",SE.PRM.ENRR,Pakistan,PAK,49.2382316589355,55.0356483459473,58.6293106079102,..,70.88539,81.27757,84.59361,85.08992
"School enrollment, primary (% gross)",SE.PRM.ENRR,Palau,PLW,..,..,..,..,109.34685,115.1148,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Panama,PAN,105.690971374512,100.687660217285,100.670806884766,99.4306869506836,105.66807,107.2102,105.1106,96.07713
"School enrollment, primary (% gross)",SE.PRM.ENRR,Papua New Guinea,PNG,52.7156715393066,..,56.1591110229492,64.8374176025391,65.31853,55.60483,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Paraguay,PRY,102.440971374512,103.269378662109,105.055038452148,112.708473205566,118.77401,110.92735,102.6455,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Peru,PER,109.932083129883,118.895812988281,114.965919494629,114.949020385742,117.18726,113.72672,109.8699,100.2368
"School enrollment, primary (% gross)",SE.PRM.ENRR,Philippines,PHL,105.950271606445,105.597030639648,107.68286895752,104.995948791504,109.43647,105.97534,..,112.2509
"School enrollment, primary (% gross)",SE.PRM.ENRR,Poland,POL,100.601440429688,103.218399047852,99.1950912475586,97.6165237426758,98.55718,94.52988,96.52896,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Portugal,PRT,120.813407897949,127.052017211914,121.702430725098,120.984107971191,123.12032,118.08152,111.5892,106.9626
"School enrollment, primary (% gross)",SE.PRM.ENRR,Puerto Rico,PRI,..,..,..,..,..,..,97.41122,89.06151
"School enrollment, primary (% gross)",SE.PRM.ENRR,Qatar,QAT,120.915618896484,110.742622375488,98.5453491210938,91.7636337280273,105.00009,106.16923,102.5699,102.5765
"School enrollment, primary (% gross)",SE.PRM.ENRR,Romania,ROU,..,..,90.4795379638672,95.8178482055664,94.94425,109.73966,99.96772,89.17204
"School enrollment, primary (% gross)",SE.PRM.ENRR,Russian Federation,RUS,105.795280456543,103.712821960449,107.991119384766,107.870651245117,102.79093,95.22629,..,99.07291
"School enrollment, primary (% gross)",SE.PRM.ENRR,Rwanda,RWA,69.1895523071289,68.2393035888672,72.0503921508789,..,112.1345,133.61312,148.2303,139.6244
"School enrollment, primary (% gross)",SE.PRM.ENRR,Samoa,WSM,98.5283889770508,..,..,100.128860473633,96.59142,109.37864,110.744,106.3728
"School enrollment, primary (% gross)",SE.PRM.ENRR,San Marino,SMR,105.86206817627,98.4952087402344,85.9845809936523,..,85.60658,..,112.9656,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Sao Tome and Principe,STP,155.774673461914,125.749961853027,128.107025146484,..,..,125.63088,116.592,105.2666
"School enrollment, primary (% gross)",SE.PRM.ENRR,Saudi Arabia,SAU,..,..,..,..,..,95.70171,106.6224,121.4505
"School enrollment, primary (% gross)",SE.PRM.ENRR,Senegal,SEN,43.1518783569336,52.06005859375,54.6507911682129,55.3205986022949,69.26343,79.9345,84.03488,84.93398
"School enrollment, primary (% gross)",SE.PRM.ENRR,Serbia,SRB,..,..,..,..,103.58666,102.74709,95.89576,101.3429
"School enrollment, primary (% gross)",SE.PRM.ENRR,Seychelles,SYC,95.6681594848633,99.8864669799805,..,102.776039123535,105.58189,109.12971,110.4318,104.3731
"School enrollment, primary (% gross)",SE.PRM.ENRR,Sierra Leone,SLE,49.6168518066406,59.3481483459473,47.6449890136719,..,59.55328,..,..,116.0991
"School enrollment, primary (% gross)",SE.PRM.ENRR,Singapore,SGP,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Slovak Republic,SVK,..,..,..,99.9338302612305,101.49387,98.21761,101.448,98.493
"School enrollment, primary (% gross)",SE.PRM.ENRR,Slovenia,SVN,..,98.2255325317383,96.1429214477539,96.517463684082,97.31965,100.53746,99.49639,99.94983
"School enrollment, primary (% gross)",SE.PRM.ENRR,Solomon Islands,SLB,75.1431503295898,77.311393737793,88.186897277832,107.975357055664,86.2889,100.62318,114.6561,113.5939
"School enrollment, primary (% gross)",SE.PRM.ENRR,Somalia,SOM,28.2509994506836,15.5054502487183,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,South Africa,ZAF,..,..,104.805740356445,110.88697052002,101.48921,105.94827,104.7294,105.5704
"School enrollment, primary (% gross)",SE.PRM.ENRR,South Sudan,SSD,..,..,..,..,..,..,..,72.98991
